generation,best_search_fitness,fitness_fn,best_calibration_kl,best_train_ppl,wikitext2_ppl,c4_ppl,fineweb_edu_ppl,eval_tokens_used,eval_tokens_by_dataset,num_offspring,num_survivors_stage_1,num_survivors_stage_2,num_survivors_stage_3,survivors_per_selection,tokens_per_selection,active_parameters,average_bitwidth_active,estimated_weight_memory_mb,dropped_attention_count,dropped_mlp_count,mutation_summary,accepted_parent_replacement,runtime_seconds_cumulative,peak_gpu_memory_mb
11,0.9150390625,kl,,13.5390625,14.078125,,,333824,"{""wikitext2"":333824}",16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":3,""quantization"":3,""joint_aware"":10},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",True,382.00075439736247,14280.6416015625
12,0.90625,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":5,""quantization"":3,""joint_aware"":8},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",True,394.7564897518605,14280.6416015625
13,0.87939453125,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":3,""quantization"":6,""joint_aware"":7},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",True,408.4558652769774,14280.6416015625
14,0.87890625,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":3,""quantization"":5,""joint_aware"":8},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",True,422.0423980355263,14280.6416015625
15,0.876953125,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":3,""quantization"":4,""joint_aware"":9},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",False,436.13796487636864,14280.6416015625
16,0.87646484375,kl,,13.015625,13.75,,,333824,"{""wikitext2"":333824}",16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":4,""quantization"":5,""joint_aware"":7},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",True,510.89921574294567,14280.6416015625
17,0.8623046875,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":4,""quantization"":4,""joint_aware"":8},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",True,524.4913664963096,14280.6416015625
18,0.86181640625,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":5,""quantization"":7,""joint_aware"":4},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",True,537.6626554839313,14280.6416015625
19,0.8623046875,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":1,""quantization"":7,""joint_aware"":8},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",True,551.121186638251,14280.6416015625
20,0.8359375,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":4,""quantization"":4,""joint_aware"":8},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",True,564.4375712499022,14280.6416015625
21,0.83544921875,kl,,12.3515625,12.9453125,,,333824,"{""wikitext2"":333824}",16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":4,""quantization"":3,""joint_aware"":9},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",True,639.8340612016618,14280.6416015625
22,0.83251953125,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":5,""quantization"":2,""joint_aware"":9},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",True,653.2622702736408,14280.6416015625
23,0.830078125,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":6,""quantization"":5,""joint_aware"":5},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",False,666.5589465983212,14280.6416015625
24,0.830078125,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":2,""quantization"":3,""joint_aware"":11},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",True,680.0861751921475,14280.6416015625
25,0.80615234375,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":5,""quantization"":4,""joint_aware"":7},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",False,693.3836289681494,14280.6416015625
26,0.806640625,kl,,11.9453125,13.0703125,,,333824,"{""wikitext2"":333824}",16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":1,""quantization"":4,""joint_aware"":11},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",True,769.1674763932824,14280.6416015625
27,0.80517578125,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":7,""quantization"":2,""joint_aware"":7},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",False,782.1868930403143,14280.6416015625
28,0.8056640625,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":3,""quantization"":5,""joint_aware"":8},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",True,796.8323506582528,14280.6416015625
29,0.79833984375,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":2,""quantization"":5,""joint_aware"":9},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",False,813.3790584299713,14280.6416015625
30,0.7978515625,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":2,""quantization"":3,""joint_aware"":11},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",True,828.5658916644752,14280.6416015625
31,0.794921875,kl,,11.875,13.046875,,,333824,"{""wikitext2"":333824}",16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":1,""quantization"":6,""joint_aware"":9},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",True,982.2475602272898,14280.6416015625
32,0.79296875,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":3,""quantization"":2,""joint_aware"":11},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",False,1004.7869259528816,14280.6416015625
33,0.7919921875,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":3,""quantization"":3,""joint_aware"":10},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",True,1026.898631779477,14280.6416015625
34,0.7900390625,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":2,""quantization"":6,""joint_aware"":8},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",False,1048.3997668735683,14280.6416015625
35,0.7900390625,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":3,""quantization"":4,""joint_aware"":9},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",True,1069.6632258854806,14280.6416015625
36,0.78955078125,kl,,11.828125,13.015625,,,333824,"{""wikitext2"":333824}",16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":2,""quantization"":3,""joint_aware"":11},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",True,1228.2355884034187,14280.6416015625
37,0.7685546875,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":6,""quantization"":3,""joint_aware"":7},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",False,1249.318130498752,14280.6416015625
38,0.76904296875,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":2,""quantization"":5,""joint_aware"":9},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",True,1270.9351075850427,14280.6416015625
39,0.76806640625,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":3,""quantization"":4,""joint_aware"":9},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",False,1292.0125009976327,14280.6416015625
40,0.767578125,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":3,""quantization"":5,""joint_aware"":8},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",False,1312.9297413975,14280.6416015625
41,0.767578125,kl,,11.6015625,12.765625,,,333824,"{""wikitext2"":333824}",16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":8,""quantization"":3,""joint_aware"":5},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",True,1470.6128628682345,14280.6416015625
42,0.76513671875,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":3,""quantization"":3,""joint_aware"":10},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",True,1492.0155706442893,14280.6416015625
43,0.7646484375,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":2,""quantization"":9,""joint_aware"":5},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",True,1513.4065094441175,14280.6416015625
44,0.76220703125,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":3,""quantization"":4,""joint_aware"":9},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",False,1534.7214618325233,14280.6416015625
45,0.76171875,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":4,""quantization"":5,""joint_aware"":7},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",False,1555.4487382359803,14280.6416015625
46,0.76171875,kl,,11.5078125,12.6953125,,,333824,"{""wikitext2"":333824}",16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":2,""quantization"":3,""joint_aware"":11},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",True,1714.4325586296618,14280.6416015625
47,0.75830078125,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":4,""quantization"":3,""joint_aware"":9},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",True,1735.6556061841547,14280.6416015625
48,0.72412109375,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":4,""quantization"":6,""joint_aware"":6},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",False,1756.5762567780912,14280.6416015625
49,0.72314453125,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":3,""quantization"":6,""joint_aware"":7},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",True,1777.9535118285567,14280.6416015625
50,0.72265625,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":4,""quantization"":6,""joint_aware"":6},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",False,1798.7258366588503,14280.6416015625
