generation,best_search_fitness,fitness_fn,best_calibration_kl,best_train_ppl,wikitext2_ppl,c4_ppl,fineweb_edu_ppl,eval_tokens_used,eval_tokens_by_dataset,num_offspring,num_survivors_stage_1,num_survivors_stage_2,num_survivors_stage_3,survivors_per_selection,tokens_per_selection,active_parameters,average_bitwidth_active,estimated_weight_memory_mb,dropped_attention_count,dropped_mlp_count,mutation_summary,accepted_parent_replacement,runtime_seconds_cumulative,peak_gpu_memory_mb
11,0.9150390625,kl,,13.5390625,14.078125,,,333824,"{""wikitext2"":333824}",16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":3,""quantization"":3,""joint_aware"":10},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",True,691.727609558031,14280.6416015625
12,0.90625,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":5,""quantization"":3,""joint_aware"":8},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",True,712.4589847885072,14280.6416015625
13,0.87939453125,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":3,""quantization"":6,""joint_aware"":7},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",True,733.7130462620407,14280.6416015625
14,0.87890625,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":3,""quantization"":5,""joint_aware"":8},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",True,754.9853669907898,14280.6416015625
15,0.876953125,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":3,""quantization"":4,""joint_aware"":9},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",False,779.8111953865737,14280.6416015625
16,0.87646484375,kl,,13.015625,13.75,,,333824,"{""wikitext2"":333824}",16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":4,""quantization"":5,""joint_aware"":7},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",True,933.873474387452,14280.6416015625
17,0.8623046875,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":4,""quantization"":4,""joint_aware"":8},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",True,955.5276301503181,14280.6416015625
18,0.86181640625,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":5,""quantization"":7,""joint_aware"":4},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",True,976.0768435429782,14280.6416015625
19,0.8623046875,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":1,""quantization"":7,""joint_aware"":8},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",True,996.8950849976391,14280.6416015625
20,0.8359375,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":4,""quantization"":4,""joint_aware"":8},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",True,1021.075721938163,14280.6416015625
21,0.83544921875,kl,,12.3515625,12.9453125,,,333824,"{""wikitext2"":333824}",16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":4,""quantization"":3,""joint_aware"":9},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",True,1166.1915225423872,14280.6416015625
22,0.83251953125,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":5,""quantization"":2,""joint_aware"":9},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",True,1179.6462111622095,14280.6416015625
23,0.830078125,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":6,""quantization"":5,""joint_aware"":5},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",False,1192.9544897861779,14280.6416015625
24,0.830078125,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":2,""quantization"":3,""joint_aware"":11},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",True,1206.5044612456113,14280.6416015625
25,0.80615234375,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":5,""quantization"":4,""joint_aware"":7},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",False,1219.7104561030865,14280.6416015625
26,0.806640625,kl,,11.9453125,13.0703125,,,333824,"{""wikitext2"":333824}",16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":1,""quantization"":4,""joint_aware"":11},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",True,1295.183140117675,14280.6416015625
27,0.80517578125,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":7,""quantization"":2,""joint_aware"":7},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",False,1308.0785163939,14280.6416015625
28,0.8056640625,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":3,""quantization"":5,""joint_aware"":8},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",True,1321.922034399584,14280.6416015625
29,0.79833984375,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":2,""quantization"":5,""joint_aware"":9},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",False,1335.388265138492,14280.6416015625
30,0.7978515625,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":2,""quantization"":3,""joint_aware"":11},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",True,1348.8488861694932,14280.6416015625
31,0.794921875,kl,,11.875,13.046875,,,333824,"{""wikitext2"":333824}",16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":1,""quantization"":6,""joint_aware"":9},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",True,1424.48430470936,14280.6416015625
32,0.79296875,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":3,""quantization"":2,""joint_aware"":11},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",False,1438.369631897658,14280.6416015625
33,0.7919921875,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":3,""quantization"":3,""joint_aware"":10},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",True,1452.1868622470647,14280.6416015625
34,0.7900390625,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":2,""quantization"":6,""joint_aware"":8},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",False,1465.5750357098877,14280.6416015625
35,0.7900390625,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":3,""quantization"":4,""joint_aware"":9},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",True,1478.9901048261672,14280.6416015625
36,0.78955078125,kl,,11.828125,13.015625,,,333824,"{""wikitext2"":333824}",16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":2,""quantization"":3,""joint_aware"":11},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",True,1554.8120670821518,14280.6416015625
37,0.7685546875,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":6,""quantization"":3,""joint_aware"":7},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",False,1568.0866055395454,14280.6416015625
38,0.76904296875,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":2,""quantization"":5,""joint_aware"":9},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",True,1581.4761762376875,14280.6416015625
39,0.76806640625,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":3,""quantization"":4,""joint_aware"":9},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",False,1595.104575973004,14280.6416015625
40,0.767578125,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":3,""quantization"":5,""joint_aware"":8},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",False,1608.338868835941,14280.6416015625
41,0.767578125,kl,,11.6015625,12.765625,,,333824,"{""wikitext2"":333824}",16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":8,""quantization"":3,""joint_aware"":5},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",True,1683.1800140868872,14280.6416015625
42,0.76513671875,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":3,""quantization"":3,""joint_aware"":10},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",True,1696.6148203015327,14280.6416015625
43,0.7646484375,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":2,""quantization"":9,""joint_aware"":5},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",True,1710.1552816405892,14280.6416015625
44,0.76220703125,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":3,""quantization"":4,""joint_aware"":9},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",False,1723.6007779203355,14280.6416015625
45,0.76171875,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":4,""quantization"":5,""joint_aware"":7},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",False,1737.1248869579285,14280.6416015625
46,0.76171875,kl,,11.5078125,12.6953125,,,333824,"{""wikitext2"":333824}",16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":2,""quantization"":3,""joint_aware"":11},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",True,1812.8333919104189,14280.6416015625
47,0.75830078125,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":4,""quantization"":3,""joint_aware"":9},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",True,1826.2490881979465,14280.6416015625
48,0.72412109375,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":4,""quantization"":6,""joint_aware"":6},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",False,1839.3598876856267,14280.6416015625
49,0.72314453125,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":3,""quantization"":6,""joint_aware"":7},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",True,1852.9732352215797,14280.6416015625
50,0.72265625,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""joint_aware_depth_quantization"",""accepted_offspring_by_type"":{""depth"":4,""quantization"":6,""joint_aware"":6},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""joint_aware_probability"":0.5}",False,1866.0687445942312,14280.6416015625
