variant,seed,run_id,phase,generation,best_search_fitness,wikitext2_ppl,train_ppl,accepted_parent_replacement
max3,0,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,26,0.79541015625,13.328125,13.5390625,False
max3,0,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,27,0.79541015625,,,True
max3,0,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,28,0.79541015625,,,True
max3,0,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,29,0.794921875,,,True
max3,0,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,30,0.73046875,,,False
max3,0,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,31,0.72998046875,12.28125,12.5234375,True
max3,0,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,32,0.72900390625,,,True
max3,0,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,33,0.72607421875,,,True
max3,0,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,34,0.72607421875,,,False
max3,0,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,35,0.7255859375,,,True
max3,0,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,36,0.72607421875,12.2265625,12.46875,False
max3,0,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,37,0.7255859375,,,True
max3,0,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,38,0.72509765625,,,True
max3,0,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,39,0.724609375,,,False
max3,0,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,40,0.72412109375,,,True
max3,0,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,41,0.70458984375,11.8046875,12.2578125,True
max3,0,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,42,0.7041015625,,,False
max3,0,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,43,0.7041015625,,,True
max3,0,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,44,0.7041015625,,,True
max3,0,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,45,0.666015625,,,False
max3,0,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,46,0.666015625,11.46875,11.8046875,True
max3,0,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,47,0.666015625,,,True
max3,0,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,48,0.6650390625,,,True
max3,0,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,49,0.66455078125,,,True
max3,0,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,50,0.66455078125,,,False
max3,0,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,final,50,0.6640625,11.46875,11.78125,
max3,1,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,1,1.2099609375,19.84375,21.125,True
max3,1,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,2,1.2626953125,,,True
max3,1,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,3,1.21875,,,True
max3,1,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,4,1.126953125,,,True
max3,1,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,5,1.1181640625,,,True
max3,1,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,6,0.990234375,16.203125,15.734375,True
max3,1,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,7,0.962890625,,,True
max3,1,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,8,0.87451171875,,,True
max3,1,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,9,0.85986328125,,,True
max3,1,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,10,0.8603515625,,,True
max3,1,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,11,0.802734375,13.5625,13.1484375,True
max3,1,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,12,0.80078125,,,True
max3,1,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,13,0.759765625,,,True
max3,1,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,14,0.70458984375,,,True
max3,1,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,15,0.7041015625,,,True
max3,1,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,16,0.70361328125,12.3046875,11.9921875,True
max3,1,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,17,0.70361328125,,,False
max3,1,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,18,0.70361328125,,,True
max3,1,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,19,0.7021484375,,,True
max3,1,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,20,0.701171875,,,True
max3,1,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,21,0.69921875,12.28125,11.921875,True
max3,1,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,22,0.69921875,,,True
max3,1,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,23,0.68212890625,,,True
max3,1,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,24,0.61669921875,,,True
max3,1,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,25,0.61572265625,,,True
max3,1,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,26,0.615234375,11.3359375,11.0703125,True
max3,1,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,27,0.615234375,,,False
max3,1,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,28,0.615234375,,,True
max3,1,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,29,0.615234375,,,False
max3,1,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,30,0.61474609375,,,True
max3,1,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,31,0.61376953125,11.3515625,11.03125,True
max3,1,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,32,0.61474609375,,,True
max3,1,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,33,0.61474609375,,,False
max3,1,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,34,0.615234375,,,True
max3,1,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,35,0.61279296875,,,True
max3,1,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,36,0.5947265625,11.2265625,10.75,True
max3,1,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,37,0.5947265625,,,True
max3,1,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,38,0.56494140625,,,True
max3,1,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,39,0.564453125,,,True
max3,1,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,40,0.56396484375,,,True
max3,1,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,41,0.5595703125,11.0078125,10.421875,False
max3,1,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,42,0.56005859375,,,False
max3,1,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,43,0.56005859375,,,False
max3,1,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,44,0.560546875,,,True
max3,1,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,45,0.5595703125,,,False
max3,1,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,46,0.56005859375,10.984375,10.421875,True
max3,1,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,47,0.56005859375,,,False
max3,1,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,48,0.56005859375,,,False
max3,1,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,49,0.5595703125,,,True
max3,1,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,50,0.55908203125,,,False
max3,1,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,final,50,0.55908203125,10.921875,10.3984375,
max3,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,1,1.396484375,27.03125,25.546875,True
max3,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,2,1.458984375,,,True
max3,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,3,1.236328125,,,True
max3,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,4,1.201171875,,,True
max3,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,5,0.9306640625,,,True
max3,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,6,0.92431640625,15.046875,13.828125,True
max3,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,7,0.88134765625,,,True
max3,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,8,0.86962890625,,,True
max3,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,9,0.83642578125,,,True
max3,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,10,0.818359375,,,True
max3,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,11,0.79345703125,13.2734375,12.203125,True
max3,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,12,0.79248046875,,,True
max3,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,13,0.78857421875,,,False
max3,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,14,0.78857421875,,,True
max3,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,15,0.775390625,,,True
max3,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,16,0.73046875,12.375,11.265625,True
max3,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,17,0.72802734375,,,True
max3,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,18,0.7265625,,,True
max3,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,19,0.7265625,,,True
max3,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,20,0.71533203125,,,True
max3,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,21,0.71240234375,12.15625,11.1171875,True
max3,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,22,0.7119140625,,,True
max3,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,23,0.7109375,,,True
max3,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,24,0.71044921875,,,True
max3,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,25,0.70947265625,,,False
max3,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,26,0.708984375,12.203125,11.046875,False
max3,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,27,0.708984375,,,True
max3,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,28,0.705078125,,,True
max3,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,29,0.7041015625,,,False
max3,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,30,0.70458984375,,,False
max3,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,31,0.7041015625,12.1796875,11.0078125,False
max3,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,32,0.70458984375,,,False
max3,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,33,0.70458984375,,,False
max3,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,34,0.705078125,,,False
max3,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,35,0.70458984375,,,True
max3,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,36,0.705078125,12.1796875,11.0078125,False
max3,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,37,0.705078125,,,False
max3,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,38,0.705078125,,,True
max3,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,39,0.70556640625,,,True
max3,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,40,0.70556640625,,,True
max3,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,41,0.705078125,12.15625,10.9609375,False
max3,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,42,0.70458984375,,,True
max3,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,43,0.642578125,,,False
max3,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,44,0.64208984375,,,True
max3,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,45,0.63671875,,,False
max3,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,46,0.63671875,11.421875,10.296875,True
max3,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,47,0.61865234375,,,True
max3,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,48,0.6181640625,,,True
max3,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,49,0.615234375,,,False
max3,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,generation,50,0.61474609375,,,False
max3,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,final,50,0.615234375,11.3359375,10.1015625,
fixed1,0,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,1,1.216796875,23.125,22.359375,True
fixed1,0,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,2,1.17578125,,,True
fixed1,0,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,3,1.0419921875,,,True
fixed1,0,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,4,0.97021484375,,,False
fixed1,0,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,5,0.97021484375,,,True
fixed1,0,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,6,0.97021484375,15.5234375,15.953125,True
fixed1,0,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,7,0.86376953125,,,True
fixed1,0,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,8,0.8505859375,,,True
fixed1,0,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,9,0.8369140625,,,True
fixed1,0,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,10,0.8349609375,,,True
fixed1,0,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,11,0.767578125,12.421875,12.96875,True
fixed1,0,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,12,0.74072265625,,,True
fixed1,0,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,13,0.740234375,,,True
fixed1,0,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,14,0.740234375,,,False
fixed1,0,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,15,0.73876953125,,,True
fixed1,0,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,16,0.7353515625,12.1328125,12.5703125,False
fixed1,0,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,17,0.7353515625,,,False
fixed1,0,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,18,0.7353515625,,,False
fixed1,0,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,19,0.7353515625,,,True
fixed1,0,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,20,0.73486328125,,,True
fixed1,0,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,21,0.7333984375,12.0859375,12.5703125,False
fixed1,0,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,22,0.734375,,,True
fixed1,0,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,23,0.73291015625,,,False
fixed1,0,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,24,0.732421875,,,False
fixed1,0,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,25,0.73291015625,,,False
fixed1,0,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,26,0.73291015625,12.0625,12.5234375,False
fixed1,0,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,27,0.7333984375,,,True
fixed1,0,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,28,0.732421875,,,False
fixed1,0,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,29,0.732421875,,,False
fixed1,0,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,30,0.73193359375,,,True
fixed1,0,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,31,0.73193359375,11.96875,12.4921875,True
fixed1,0,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,32,0.7314453125,,,True
fixed1,0,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,33,0.7314453125,,,True
fixed1,0,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,34,0.724609375,,,True
fixed1,0,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,35,0.7236328125,,,True
fixed1,0,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,36,0.69677734375,11.53125,11.9921875,True
fixed1,0,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,37,0.69580078125,,,True
fixed1,0,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,38,0.69677734375,,,True
fixed1,0,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,39,0.697265625,,,False
fixed1,0,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,40,0.69677734375,,,True
fixed1,0,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,41,0.697265625,11.625,11.9921875,True
fixed1,0,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,42,0.6796875,,,True
fixed1,0,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,43,0.67919921875,,,True
fixed1,0,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,44,0.6796875,,,True
fixed1,0,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,45,0.67919921875,,,False
fixed1,0,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,46,0.6787109375,11.53125,11.9921875,True
fixed1,0,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,47,0.67822265625,,,True
fixed1,0,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,48,0.6787109375,,,True
fixed1,0,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,49,0.6767578125,,,True
fixed1,0,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,generation,50,0.6767578125,,,False
fixed1,0,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,final,50,0.67626953125,11.5078125,11.9921875,
fixed1,1,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,1,1.2099609375,19.84375,21.125,True
fixed1,1,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,2,1.1337890625,,,True
fixed1,1,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,3,1.1298828125,,,True
fixed1,1,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,4,1.0537109375,,,True
fixed1,1,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,5,1.021484375,,,True
fixed1,1,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,6,0.935546875,15.21875,14.984375,True
fixed1,1,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,7,0.9013671875,,,True
fixed1,1,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,8,0.84130859375,,,True
fixed1,1,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,9,0.8251953125,,,True
fixed1,1,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,10,0.80859375,,,False
fixed1,1,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,11,0.80810546875,13.171875,13.09375,True
fixed1,1,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,12,0.77734375,,,True
fixed1,1,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,13,0.74560546875,,,True
fixed1,1,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,14,0.69970703125,,,True
fixed1,1,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,15,0.62744140625,,,True
fixed1,1,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,16,0.625,11.53125,11.265625,True
fixed1,1,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,17,0.625,,,True
fixed1,1,thesis_fixedstrength_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,generation,18,0.625,,,True
